#1 tweet_ID	norm_text	label_country	label_province
TRAIN_4466	عدم الاستقرار الامني سوف توثر علي بنيان الاقتصاد وحركه الاستثمار	Yemen	ye_Aden
TRAIN_4467	تقدير الحاجات الاساسيه للموظفين، اعطاء الموظفين فرصه لمشاركه في القرارات والافكار التي قد تسهم في تطوير ونجاح الموسسه	Oman	om_Muscat
TRAIN_4468	من الاحسن طرحها عندما تصير مجانيه او علي الاقل قبل بساعات وليس بايام وشكرا خويا علي المجهود	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_4469	اكيد موامره ماسونيه	Libya	ly_Misrata
TRAIN_4470	ياحبيبي سقط الليل علي وتمادي وانا في موج عينيك شراع يتهادي	Iraq	iq_Al-Muthannia
TRAIN_4471	والدم لسه مغرق الميادين	Egypt	eg_Asyut
TRAIN_4472	الامانه احسن ناس تبرر الاهمال اهمال البرج والعزيزيه ماهو من امس، سنوات طويله ماتغير شيء	Saudi_Arabia	sa_Ha'il
TRAIN_4473	كلما تعثر حظي ، اكتشفت انه خيرا لي ، وكلما اصابتني الخيبه من اشخاص ، وجدت ارووع منهم	Jordan	jo_Aqaba
TRAIN_4474	نفسي انام براحتي	Egypt	eg_Alexandria
TRAIN_4475	مين اتفضح ناو غخ	Yemen	ye_Al-Hudaydah
TRAIN_4476	الحنين، هو ميراث الغايب للغايب	Palestine	ps_Gaza-Strip
TRAIN_4477	ايها العرب والمسلمين حكات وشعوب ما هذا الصمت امخجل الغير صحي هل نسيتم قضيتكم المص يه فلسطين والشعب الفلسطيني؟ لماذا تخليتم علي الشعب القلسطيني وسلمتنوه لكماشات صهيون ومخالبها تقعل بهه ما تشاء؟ لماذا ادرتم وجوهكم اتحاه الصهيوني وتركتموهم للمجرم العنصري	Morocco	ma_Meknes-Tafilalet
TRAIN_4478	كيف لك ان تحزن وسماء ربك مفتوحه لك حينما تشاء	Saudi_Arabia	sa_Al-Quassim
TRAIN_4479	اللهم انت ثقتي ورجايي فاكفني ما اهمني ومالا يهمني وما انت اعلم به	Egypt	eg_Dakahlia
TRAIN_4480	عتيق وليس عبدالله بن ابي قحافه	Iraq	iq_Maysan
TRAIN_4481	مفيش حد يستاهل اهتمامي غير الكوتش الابيض بتاعي	Egypt	eg_North-Sinai
TRAIN_4482	سلميلي علي صبحي	Egypt	eg_Luxor
TRAIN_4483	عطني مترين بندول ء	Saudi_Arabia	sa_Al-Madinah
TRAIN_4484	بتيذي العيون ممكن	Jordan	jo_Zarqa
TRAIN_4485	اخويا بيعاملني علي اني بيعمله غفوه خ دقايق كل شويه	Egypt	eg_Gharbia
TRAIN_4486	الجزاء في سنن الله من جنس العمل انتهي	Algeria	dz_Ouargla
TRAIN_4487	المغرب اول بلد عربي يدعم رييس برلمان فنزويلا	Mauritania	mr_Nouakchott
TRAIN_4488	يجوز لاكن عليه علامات استفهام والله اعلم	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_4489	احسن ناس اصلا	Palestine	ps_Gaza-Strip
TRAIN_4490	عيد ميلاد سعيد لك ولوالدتي حفظكم الله ورعاكم وسدد خطاكم في مافيه الخير عيد ميلاد سعيد	Algeria	dz_Khenchela
TRAIN_4491	مثال نفتخر به نحن العمانيين	Oman	om_Dhofar
TRAIN_4492	تعمدني بنصحك في انفرادي وجنني النصيحه في الجماعه فان النصح بين الناس نوع من التوبيخ لا ارضي استماعه	Saudi_Arabia	sa_Jizan
TRAIN_4493	هوايتي التانيه بعد الفن تربيه الحمام الزاجل	Morocco	ma_Meknes-Tafilalet
TRAIN_4494	معلومات مهمه حول استخدام مان للدعم	Oman	om_Ash-Sharqiyah
TRAIN_4495	قفلي المكتب ويادار مادخلك شر	Iraq	iq_Basra
TRAIN_4496	وانتو زاتكم بقيتو صعبين ده كلام ده	Yemen	ye_Dhamar
TRAIN_4497	خليني ساكت هههههههه	Libya	ly_Al-Butnan
TRAIN_4498	ومين قال اني بتكلم جد انتي تعرفي عني كده	Egypt	eg_Aswan
TRAIN_4499	ههههههه من اولها فشل	Egypt	eg_Luxor
TRAIN_4500	عادي اخربهااا و اتجوز وحده ف غ	Jordan	jo_Aqaba
TRAIN_4501	حبہ عظيمہ لہ مزاجيتيہ المفرطهہ	Iraq	iq_Baghdad
TRAIN_4502	صحابي اللي بعملوا حالهم شيوخ	Jordan	jo_Zarqa
TRAIN_4503	و المشكله انو قمت اعمل قهوه و نفسي انام	Jordan	jo_Aqaba
TRAIN_4504	بعض البعض كل	Djibouti	dj_Djibouti
TRAIN_4505	نفسي ء سبع عشره ربيعا ع عباسي غ محد خ سم ون ط عباسي ايضا ح اسبوعين ق فرنسا وسويسرا	Iraq	iq_Al-Muthannia
TRAIN_4506	ساندت نفسي حتي نسيت كيف تكون يد الصاحب	Algeria	dz_Khenchela
TRAIN_4507	وغرف نومكم هل بتحرروها من الحوثي ولا كيف	Yemen	ye_Aden
TRAIN_4508	هيعملها ان شاء الله	Egypt	eg_Luxor
TRAIN_4509	شكلي لما نسمع كلمه فجر ليبيا	Libya	ly_Tripoli
TRAIN_4510	لما كنت بزق العربيه	Egypt	eg_Beni-Suef
TRAIN_4511	الله يرحمها ان الله و ان اليه راجعون يا رب يكون مسواها الجنه	Algeria	dz_Oran
TRAIN_4512	نفسي اقص شعري كدا ياخ	Sudan	sd_Khartoum
TRAIN_4513	لتفويت الفرصه علي اعداء الوطن	Algeria	dz_Khenchela
TRAIN_4514	اسباب تعب نفسيتي ١ عندي تساليم ٢ ديسكتوب مش فاضي	Jordan	jo_Zarqa
TRAIN_4515	متيجي ننسي االي فات ونبدا من الاول	Egypt	eg_Suez
TRAIN_4516	اجبر كسرنا يالله بسلام وهدوء دون ان يشعر بنا العالم	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_4517	الليله و الليله ،،	Sudan	sd_Khartoum
TRAIN_4518	اختر الوانك بعنايه تتناسب مع ذوقك ومع المكان الذي اخترت اللون من اجله استخدم الالوان التي تناسب حياتك عالم جميل من الالوان من	Tunisia	tn_Sousse
TRAIN_4519	خوي عطاني صك مصدق علي اساس نمشي انحطا في حسابه مهما اليوم القيت الصك مغسوله مع السروال وسلملي ع كبوووات	Libya	ly_Al-Butnan
TRAIN_4520	مطلوب فلسطينيه او سوريه متجنسه او سعوديه من اصل فلسطينيه او سعوديه من اصل سوري او سعوديه من ام فلسطينيه او سعوديه من ام سوريه	Saudi_Arabia	sa_Ar-Riyad
TRAIN_4521	انا بكلمك ف الصح	Egypt	eg_Beni-Suef
TRAIN_4522	اللهم ارزقني الخشوع لك في صلاتي وفي جميع عباداتي	Saudi_Arabia	sa_Ar-Riyad
TRAIN_4523	السلام عليكم ورحمه الله وبركاته	Somalia	so_Banaadir
TRAIN_4524	ع الفتره الاخيره كلها بقي يومي فيها ب ع وانت طالعه	Yemen	ye_Dhamar
TRAIN_4525	وان جات عيني بعينك قلت موتي دنا	Kuwait	kw_Jahra
TRAIN_4526	مشيحو دقم من بت ميته اتراحام علين قام حقا قام	Lebanon	lb_Akkar
TRAIN_4527	وعيناك داري ودار السلام ، وانت البدايه في كل شيء ،ومسك الختام	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_4528	تو صحيت وللحين ما جهزت لاختبار بكره	United_Arab_Emirates	ae_Umm-Al-Qaywayn
TRAIN_4529	تجاهل من يحاول استفزازك، لتستفزه اكثر وليم شكسبير	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_4530	لما اختي الصغيره تبعتلي مسج	Iraq	iq_Arbil
TRAIN_4531	والله صالح اطعمه عالتايم	Libya	ly_Benghazi
TRAIN_4532	ربيۓ لگ لحمد گلہ ۆ لگ لشگر گلہ ۆ بيدگ لخير گلہ ۆ اليگ يرجع الامر گلہ لالہ الا انٺ نستغفرگ ۆنٺۆب اليگ	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_4533	الحمد لله عندي القدره اني استغني عن اي حاااجه واي حد في اي وقت ، بتعايش مع اي وضع واي ظروف لكن محدش يكسر عيني	Egypt	eg_Beni-Suef
TRAIN_4534	تدبر القران ينير القلوب بالحق لتبصر والقلوب المعرضه عنه مقفله لا تبصر النور افلا يتدبرون القران ام علي قلوب اقفالها	Iraq	iq_Ninawa
TRAIN_4535	سرقه جديده نت جديد بس ضعيف بس احرف من قبل نضحكو عليك في فلوس و تطلع فرحان و مبروم في نفس اليوم و بعدها تاني يوم تقعد اتسب في دين	Libya	ly_Benghazi
TRAIN_4536	استحي علي وجهك	Iraq	iq_Maysan
TRAIN_4537	پەیامێك لە سەرۆكی هەرێمی كوردستان بەناوی خودای بەخشندە و میهرەبان بۆ دەربازبوون لەم قەیرانە داوا لە هەموو	Iraq	iq_Arbil
TRAIN_4538	موهبه عد الكل	Iraq	iq_Ninawa
TRAIN_4539	بفتره المراهقه بتنزل تطبيق الفيس و الاسك و التويتر وانستغرام و ايا تطبيق بيطلع بوجهك وبتتمني من جواتك انو حدا يراقبك ويهتم فيك ويحبك، بتكبر شوي وبتصير تعمل ميوت لشات وبلوكات بسبب وبدون سبب حتي انك بتصدف ناس ع كومنتات بصفحه عامه بتدخل بتعملها بلوك هيك لله	Palestine	ps_West-Bank
TRAIN_4540	غفر الله له ولك شيخنا وتغمده بواسع رحمته واسكنه فسيح جناته	Egypt	eg_Ismailia
TRAIN_4541	حتي الحلو اللي فيكوا اللي محدش كان شايفه غيري ، كنت واهم نفسي بيه ومش موجود	Lebanon	lb_South-Lebanon
TRAIN_4542	شسوي احب اجادل	Iraq	iq_Ninawa
TRAIN_4543	الفضل لمن ؟ للشعب ؟ اشك في ذلك ، الشعب منح الموسسه العسكريه الشرعيه للتدخل فقط لكن ماشي الشعب اللي نحا بوتفليقه او بلعيز	Algeria	dz_Bouira
TRAIN_4544	بعيدا عن التسويات والرهانات هل اتخذ القرار باشعال لبنان؟طبول الحرب تدق هل نحن علي ابواب حرب اهليه؟	Lebanon	lb_North-Lebanon
TRAIN_4545	الغرفه المشتركه لن نسمح للعدو بالتغول علي شعبنا او الزام مقاومتنا بقواعد اشتباك لا ترضاها، ولن نقبل بمحاولات الاحتلال العوده الي سياسه الاغتيالات الجبانه، تحت اي ظرف باذن الله تعالي	Palestine	ps_Gaza-Strip
TRAIN_4546	كذبت ظني واجترعت الادمعا وسددت اذني حين قيل هما معا احقيقه قد ذبت في نغماته وشدوت مغرمه علي رناته	Iraq	iq_Wasit
TRAIN_4547	عقبال ما اشوفه وهو عامللنا مفركه بطاطا ببيض بلدي	Jordan	jo_Aqaba
TRAIN_4548	جميل ان تكون نواياك بيضا۽ حتي وان ٲلبسوك سواد ظنونهم	Palestine	ps_Gaza-Strip
TRAIN_4549	نفس دعوه محمد قبل سنتين بدعيها الحين	Iraq	iq_Wasit
TRAIN_4550	ملي شوف تيفي جابت بن كيران يهضر علي الحليب تاكد ان المقاطعه ناجحه	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_4551	اسال الله ان يرضي عني فليس بعد رضي الله الا الجنه	Kuwait	kw_Jahra
TRAIN_4552	لنا لقاء خلاص اخلص بس المشروع اللي عندي و الميد تيرم ده و هبقي صايع بعد اسبوع و نص	Egypt	eg_Ismailia
TRAIN_4553	تم نشر صوره التاسعه	Jordan	jo_Aqaba
TRAIN_4554	لا تخالل من يستثقلك	Palestine	ps_Gaza-Strip
TRAIN_4555	انا واخواني نلعب كيرم	Oman	om_Muscat
TRAIN_4556	هي الاجازه حلوه بس حرفيا ملهاش طعم	Egypt	eg_North-Sinai
TRAIN_4557	بالفعل كارثه من عملاء الصهيونيه يجب ان يخرجوا يثبتون رفضهم لهذا المساس الخطير بالوحده الوطنيه	Algeria	dz_Jijel
TRAIN_4558	جد شكرااااا من القلب احلي هديه اجتني عشقي للورد لاينتهي وانت زدتا تعلقي به بات مقرونا باسمي صراحه لااعرف ماذا اقول	Syria	sy_Lattakia
TRAIN_4559	جلس علي ركبتيه يواسي طفلا مات عصفوره اي قلب كان يملكه انه رسول الله	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_4560	عبدلله العبدولي ، الريیس التنفیذي لجزیره المرجان اثناء حديثه لوسايل الاعلام حول الاعلان عن التطورات و المستجدات مثل فندق العنوان جزیره المرجان و العنوان السكني في جزیره المرجان ، والتي ستدیرھا مجموعه اعمار للضیافه	United_Arab_Emirates	ae_Ras-Al-Khaymah
TRAIN_4561	لو فاتي لعب جناح يسار وغريزو مهاجم وهمي ويرتاح اشوي سواريز كان افضل	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_4562	من اولويات الرييس الجديد اذا اراد ان يتخلص من مشاكل كثيره كانت تتخبط فيها البراد هي تطوير المجال الرقمي وتعميم استعماله حيث يقضي علي التهريب الضريبي والمال الفاسد	Algeria	dz_Bouira
TRAIN_4563	مو لقافه حبيت انصحك و اعلمك بالحكم لانك لو عارفه ما اتوقع تخالفه	Saudi_Arabia	sa_Tabuk
TRAIN_4564	ان العصر الحديث يتميز بالتبديد الهايل للقوي البشريه	Oman	om_Ad-Dakhiliyah
TRAIN_4565	التعامل مع البني ادميين الصبح مسخره والله تحسهم واكليين تاموول	United_Arab_Emirates	ae_Dubai
TRAIN_4566	جماعه كفايه تحفيل علي شارع متولي بقي وسعت منكوا	Egypt	eg_Port-Said
TRAIN_4567	بدا يتضح لي بوضوح اكثر انه لا يوجد عداء او محاربه لدين معين في العالم وان دعايه العداء التي لا يزال بيثها الاسلاميون ما هي الا خزعبلات وفوبيا وتخيلات اصابت هذه الجماعات هذه الجماعات كذبت علي نفسها وصدقت الكذبه واصبحت تروج لها هنا وهناك كرساله ابديه لن تتغير	Sudan	sd_Khartoum
TRAIN_4568	عذبتني بالهوا يا زين	Saudi_Arabia	sa_Ar-Riyad
TRAIN_4569	خيولي معليك منه	Iraq	iq_Al-Anbar
TRAIN_4570	ناخذ قهوه ونروق لمباراه الملكي	Algeria	dz_Bouira
TRAIN_4571	انتم اكبر محتل لافريقيا	United_Arab_Emirates	ae_Dubai
TRAIN_4572	كيه و المفاجاه مالي ؟ متي ؟	Oman	om_Al-Batnah
TRAIN_4573	رات في زوجها شعرات بيض فقالت له ما هذه ؟ فقال رغوه الشباب	Syria	sy_As-Suwayda
TRAIN_4574	لم يتمكن حتي الان اتك فرصه وينكد معاكسه مرتده يجب استغلالها علي الوجه الاكمل ويكند سعيد	Saudi_Arabia	sa_Tabuk
TRAIN_4575	رضي الله ثم رضي الوالدين	Morocco	ma_Meknes-Tafilalet
TRAIN_4576	انا فتحنا لك فتحا مبينا الفتح	Egypt	eg_Asyut
TRAIN_4577	فين موتمر الاستادات ؟؟	Egypt	eg_Beheira
TRAIN_4578	يمتي اطيب راح يرجع بسام الراوي للملاعب وانه لسه مريض لحد يدفعني تره اشيلهم بلاعيمي	Iraq	iq_Karbala
TRAIN_4579	تطبيق اذكار يرسل تغريدات دينيه في حسابك بشكل الي اشترك الان واجعل حسابك صدقه جاريه في حياتك وبعد مماتك قحص	Palestine	ps_West-Bank
TRAIN_4580	قايد شرطه دبي يضع القرضاوي و برهان غليون في الزاويه	Mauritania	mr_Nouakchott
TRAIN_4581	حبيبتي يا دودو عارفه انها ما تمثلش الشعب المصري مستحيل	Morocco	ma_Oriental
TRAIN_4582	تواضع مفش زيه بكل يراااااا	Tunisia	tn_Mahdia
TRAIN_4583	تم قصف الجبهه	Iraq	iq_Baghdad
TRAIN_4584	ما شاء الله علي الحكومه جريده الزمن وسجنت الصحفيين واليوم علي محتجز في مستشفي الشرطه الله اعلم اي مرض سيلفق له	Oman	om_Dhofar
TRAIN_4585	وای چه حسیه لعنتی تموم وجود ادم لرز میشه	Iraq	iq_An-Najaf
TRAIN_4586	الله يديمها عليك	Yemen	ye_Aden
TRAIN_4587	ونودوا ان تلكم الجنه اورثتموها بما كنتم تعملون اللهم امين يا رب	Sudan	sd_Khartoum
TRAIN_4588	الليله عيد لكل موال وكل محب لعلي بن ابي طالب فهنييا لكم هذه الليله المباركه	Iraq	iq_Maysan
TRAIN_4589	يا بنتي ف مواهب بتبقي مدفونه ف نحاول كده	Egypt	eg_Gharbia
TRAIN_4590	اختر الوانك بعنايه تتناسب مع ذوقك ومع المكان الذي اخترت اللون من اجله استخدم الالوان التي تناسب حياتك عالم جميل من الالوان من	Tunisia	tn_Sousse
TRAIN_4591	اجمل الاوقات مع اعز الاصدقاء من ال فياض الكرام علي ضفاف العاصي ودير مار الياس	Syria	sy_Hims
TRAIN_4592	براحه ع الضحك نموت كده	Egypt	eg_Faiyum
TRAIN_4593	قديمه شغل التخدير ذا	Saudi_Arabia	sa_Jizan
TRAIN_4594	اللهم الثبات، عندما تسعي كل الاشياء للتبدل	Egypt	eg_Port-Said
TRAIN_4595	م كنني بين البشر يوم شفته	Saudi_Arabia	sa_Tabuk
TRAIN_4596	خلصص ولا ما خلص ؟	Tunisia	tn_Sousse
TRAIN_4597	دەس خۆش زۆر جوانە	Iraq	iq_As-Sulaymaniyah
TRAIN_4598	مش عارف انا في ايي يابروو	Lebanon	lb_South-Lebanon
TRAIN_4599	جمهور الاهلي يحكم	Yemen	ye_Al-Hudaydah
TRAIN_4600	صحيفه عكاظ ومن يسوي بانف الناقه الذنبا؟ عبر نبض	Saudi_Arabia	sa_Ar-Riyad
TRAIN_4601	يارب ارزقني خير هذا اليوم و خير مابعده و اصرف عني شر هذا اليوم و شر مابعده	United_Arab_Emirates	ae_Umm-Al-Qaywayn
TRAIN_4602	انت تفهم كثيرا وهذا سر شقاءك لو كنت حمارا لاصبحت سعيدا الان	Egypt	eg_Faiyum
TRAIN_4603	الموت ليس هو الخساره الكبري الخساره الاكبر هو ما يموت فينا و نحن احياء	Syria	sy_Lattakia
TRAIN_4604	هيدي نعمه من السما اني عرفتك انا	Jordan	jo_Zarqa
TRAIN_4605	تو نزبكوه في عشي و حتي هوا يبي مني عشي لكن ههههه	Libya	ly_Misrata
TRAIN_4606	نطالب بتفعيل الماده ء ص و التي تقول انسحبوا فبل ان تسحبوا نقطه الي السطر اخر كلمه	Algeria	dz_Ouargla
TRAIN_4607	احم احم طب يلا انا عايز البرنامج ده يستضفني انا والبقال اللي تحت العماره ع زوعلان مني شويه	Saudi_Arabia	sa_Makkah
TRAIN_4608	الواحد عاش و شاف رجاله بتحب اللسلسه اكتر من الحريم نفسهم	Egypt	eg_Suez
TRAIN_4609	الناس كلها خلصت اسبوع العملي الا اي تي لا متشكرين جدا والله	Egypt	eg_Monufia
TRAIN_4610	اخزاهم الله اعداء الامه	Syria	sy_Aleppo
TRAIN_4611	دلاله سوء الخلق ،، ان تصدق كل ما تسمع قال اهل العلم صدق نصف ما تري، ولا تصدق كل ما تسمع صباح الخير	Tunisia	tn_Ariana
TRAIN_4612	يا سبحان الله كيف وضع ختانه شالومو فيج	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_4613	جايه النيه نمشي تونس	Tunisia	tn_Mahdia
TRAIN_4614	برنامج تدريبي مجان، علي اليوتيوب بعنوان الرعايه السلوكيه ، من تقديم المدربه ا سميره البيماني الكثير من الممارسات الوالديه الخاطيه نمارسها في تربيه ابناءنا ظنا منا بانها الاصوب رافقونا في هذه الجوله التدريبيه لنتعرف علي ابرز الاخطاء	Oman	om_Muscat
TRAIN_4615	جمال العقل بالفكر ، وجمال اللسان بالصمت ، وجمال الحال بالاستقامه ، وجمال الكلام بالصدق	Djibouti	dj_Djibouti
TRAIN_4616	من قال الحكومه بلا صلاحيات ؟ قلت ان الحكومه ستكون لها صلاحيات موسعه ، يعني بدوي رح تكون عندو صلاحيات اكثر من اللي كانت عند اويحيي	Algeria	dz_Bouira
TRAIN_4617	لا تبالغ اساموه كان مبدع صحيح راوغ اساموه لكن في حالات كثير تغلب عليه وكان سبب في انذاره كييزا و العكس لكييزا اشوفهم متعادلين	Djibouti	dj_Djibouti
TRAIN_4618	من الساعه ء واني نقول بنقعمز نقرا والحمد لله لتوا ماقريتش حتي حرف	Libya	ly_Tripoli
TRAIN_4619	وطبعا كسم الوطن العربي اللي بنموت فيه ده عشان نصيبنا اننا نتوجد فيه بدون اي سبب مقنع، كسم الموت عموما وربنا يرحم الضحايا	Egypt	eg_Alexandria
TRAIN_4620	ترامب البارحه للعراق تعد في العرف العشايري وينهم الي علي دجاجه يكتل عشره من ابناء جلتده	Iraq	iq_Karbala
TRAIN_4621	انو مشتري جواكي بدي البسن شو في؟؟	Syria	sy_Lattakia
TRAIN_4622	ترا بس فالدوام الوقت يكون بطيء	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_4623	كل عام وانتم بخير جميعا	Saudi_Arabia	sa_Al-Madinah
TRAIN_4624	اللهم انا نسالك العفو والعافيه في الدنيا والاخره	Oman	om_Muscat
TRAIN_4625	نموت ماعشنا علي رزق الذليل والنفس نجبرها علي حب الصبر لو ما نطول التمر في روس النخيل نموت ماكلنا من الطايح تمر	Qatar	qa_Ar-Rayyan
TRAIN_4626	شركه ويكان للخدمات المتكامله هي شركه مساهمه محدوده، قام بتاسيسها فريق من الخبراء والمتخصصين والاستشاريين، بهدف تقديم الخدمات بمفهومها الحقيقي من حيث الجوده ورضا العملاء، والتي تشمل العديد من المجالات كالخدمات	Palestine	ps_Gaza-Strip
TRAIN_4627	بتكسر كل حاجه حلوه	Egypt	eg_North-Sinai
TRAIN_4628	ليش الفنان عزازي مهمش ؟	Saudi_Arabia	sa_Al-Quassim
TRAIN_4629	امين غوتي حكماتك الكاميرا الحان وموسيقي ربيع لكاسطور اخراج بشير بونوه	Algeria	dz_Oran
TRAIN_4630	ما اجمل ان تكتفي عينك بانسان يسوي الجميع	Kuwait	kw_Hawalli
TRAIN_4631	ہفتہ ءعفروری ء ص کی شام ح بجے خان پور ضلع رحیم یار خان سے لا پتہ ہونے والے علی حسن مجتبیٰ ولد علامہ مر حوم علی شیر حیدری طق	Iraq	iq_Karbala
TRAIN_4632	خبرك عتيج العراق ما بي ارهابيين حاليا الجيش والحشد طهر البلد من هاي الحثالات الي انقتل وراح لجهنم والي انهزم لبلده وبلده يسويله مناصحه	Iraq	iq_Baghdad
TRAIN_4633	ههههههههههههههههههههههههههههههه الله يسعدك	Syria	sy_Damascus-City
TRAIN_4634	الجميع يتحدث عن الجهاديين الذين يقاتلون ضد النظام السوري، لكن لا احد يتكلم عن الجهاديين الشيعه الذين يقاتلون الي جانب النظام	Libya	ly_Tripoli
TRAIN_4635	التعلق مرض قاتل عندما يصيب احد منا يجعله عاجزا ، قد يبدو الامر غريبا وقاهرا بعض الشيء ، ان تفقد لذه الحياه لمجرد فقدانك لاحدهم ولو لبرهه من الزمن ، ان تبدو الحياه من دون احدهم بلا معني ، ان يبقي فكرك	Algeria	dz_Khenchela
TRAIN_4636	هل سمح لك سيدك	Libya	ly_Benghazi
TRAIN_4637	مفيش حد سند لحد ، يا تقف علي رجلك وتسند نفسك بنفسك يا هتقع وتتكسر رقبتك	Egypt	eg_Monufia
TRAIN_4638	اللهم تولني فيمن توليت كررها في دعايك فان تولاك الله سخر لك كل شيء حتي لو كان مستحيلا	Kuwait	kw_Jahra
TRAIN_4639	عشت بينهم حد طيب جوم عليا مقدروش واما قلبي استقوي مشيو ورايا كله يقول امين	Lebanon	lb_South-Lebanon
TRAIN_4640	لا يعلم الانسان حقا من هم احبته الا في الظروف الطاريه حينها فقط يبدا البشر باخذ مقاعدهم الحقيقيه	Saudi_Arabia	sa_Makkah
TRAIN_4641	الله يستر لايدرون عنك الحقوقيات لاخلونك رييسه لهم	Saudi_Arabia	sa_Al-Quassim
TRAIN_4642	لا يقارن حزنك بحزن فلسطين و العراق و سوريا و اليمن ، هم خسروا اوطانهم ، و عايلاتهم ، و اقرب الناس اليهم اما انت ماذا خسرت شخص عابر عرفته لبضعه ايام ؟ ، مبالغه سييه	Egypt	eg_Minya
TRAIN_4643	مشكله لما اتصور صور و يطلعو كتير منن حلوين ما بقدر اختار شو حط	Tunisia	tn_Sousse
TRAIN_4644	الله عليك حافظ	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_4645	دوله الرييس الشيخ سعد الحريري	Lebanon	lb_Akkar
TRAIN_4646	اجواء جميله وتساعد علي الابداع وخاصه علي رمله البحر	Oman	om_Musandam
TRAIN_4647	عمليه تطويل اوتار و تطويل اورده لطفل عمره ق سنوات المستشفي اليمني الاردني	Yemen	ye_Ibb
TRAIN_4648	لا حول ولا قوه الا بالله العلي العظيم الله بيعاقبه بالدنيا قبل الاخره ينتظر بس	Oman	om_Musandam
TRAIN_4649	ايه يا عم انا بقالي ٥ شهور ملعبتش بطن و طافي التكيف والمروحه عشان يجيب نتيجه ف تقريبا هموت مخنوق	Egypt	eg_Red-Sea
TRAIN_4650	فعلا صدقت يا سيدي الكريم	Morocco	ma_Oriental
TRAIN_4651	ما يحصل في سوريا والعراق لا يقل خطوره عن ما حدث في فلسطين	Lebanon	lb_Akkar
TRAIN_4652	فهد العتيبي وحشنااااي	Egypt	eg_Monufia
TRAIN_4653	مرشح الحزب الاشتراكي للرياسيات	Tunisia	tn_Ariana
TRAIN_4654	الله ينتقم منكم يا خونه دمرتمونا وخربتوا كل شيء جميل قتلتم فينا الامل الله المستعان	Algeria	dz_Bordj-Bou-Arreridj‎
TRAIN_4655	انا مشرده بين صفحات الكتب ورسايلك	Libya	ly_Benghazi
TRAIN_4656	مباراه اليوم بين اشبال السي كلاس واشبال الشرطه وفاز اشبال السي كلاس علي اشبال الشرطه بنتيجه	Yemen	ye_Aden
TRAIN_4657	عكس الواقع يمكن شعب اخر في بلد اخر الله المستعان	Algeria	dz_Bordj-Bou-Arreridj‎
TRAIN_4658	اسال المدير وراجعلك	Saudi_Arabia	sa_Al-Madinah
TRAIN_4659	مبروك للمتميزين وحياه افضل للمتقاعدين وشكراا للجميع لمن ساهم ف هذه الامسيه الجميله	Saudi_Arabia	sa_Najran
TRAIN_4660	نحتاج الي التفكير خارج الصندوق من اجل مسندم وابنايها لخمسين سنه قادمه التخطيط ادراك وتطلع مع كثير من الجهد والمثابره	Oman	om_Musandam
TRAIN_4661	المريسل والزامل ينتقدون التعاون ياتفتحون مرماكم لنا او انتم لستم نزيهيين شر البليه مايضحك	Saudi_Arabia	sa_Al-Quassim
TRAIN_4662	حاله الطقس اليوم رياح غربيه قويه محمله ببنود الفصل السابع تهب علي لبنان	Syria	sy_Damascus-City
TRAIN_4663	امريكا للاسف بدات تتاثر بعوده المد العنصري الابيض بقوه بعد ما تلاشي خلال ال ٦٠ سنه الفاتت وانتخاب جمهوري عنصري رييس للبلد اقوي دليل ع ذلك ،، كندا قريبه منكم تكدرين تروحيلها وتشوفين الاندماج الي صاير بين المهاجرين والاصليين ،، مو مجرد كلام عن تجربه داحجيلج لان اخويه جان هناك	Iraq	iq_Baghdad
TRAIN_4664	راه كايبان ليا عندو لحق فهضرتو	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_4665	رحمه الله عليلك ياعمي العزيز ويغفر لك ويوسع لك ابوب رحمته	Djibouti	dj_Djibouti
TRAIN_4666	حتي صوتي وضحكتي لك فيها شي	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_4667	سوشي وفجور وتحشيش عالطرقات؟؟ منطق عوني ولا اوسخ	Lebanon	lb_North-Lebanon
TRAIN_4668	محد وصل قدرك	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_4669	الحمد لله علي كل حال	Kuwait	kw_Hawalli
TRAIN_4670	يوما ما سنهاجر الي السماء فنحن الطيورالتي اغتربت عن مواطنها لاجل رزق كتب لها ، ما كانت الارض يوما وطنا لنا و لن تكون	Oman	om_Dhofar
TRAIN_4671	الله اكبر مشاء الله	Libya	ly_Misrata
TRAIN_4672	اكيدد ياابني القديم يكسب	Egypt	eg_Beheira
